uuid,snomed_id,root_snomed_id,root_snomed_name,name,triage_level,relevance_male,relevance_female,relation1_type,child1_name,grouping1_selection_type,relation2_type,child2_name,grouping2_selection_type,relation3_type,child3_name,grouping3_selection_type
1853ae2f-8f21-4641-ad2a-4602a787d254,,307136000,History of fracture in the past,History of fracture in the past <char> tenderness,worrisome,,,characteristic,tenderness,m,,,,,,
1856e42b-037b-47ca-8dfa-de7e5b17abaa,38433004,38433004,Loss of pain sensation,Loss of pain sensation,worrisome,,,,,,,,,,,
18f1e38b-e8ea-46f0-bc25-b148c43a1969,30731004,30731004,Painful tongue,Painful tongue,worrisome,,,,,,,,,,,
18f4d725-0cfe-46d5-94f5-b5947be760e2,,81680005,Neck pain,Neck pain <radiate> Head,worrisome,,,radiating,Head,m,,,,,,
1941474f-879f-4cb2-b91a-e83210ded0e0,,827160004,Erythematous rash,Erythematous rash <agg by> exposure to sun,opd_managed,,,aggravated,exposure to sun,m,,,,,,
19d004e2-f7f0-4bbb-aee0-af90a4717689,,271807003,Skin rash,Skin rash <loc> Localised <loc> Lower limb <loc> Inner thigh,opd_managed,,,location,Localised,m,location,Lower limb,,location,Inner thigh,
19ec7127-053b-4cd7-9d95-dc3556512336,,271768001,Nail ridges,Nail ridges <char> Horizontal ridges,opd_managed,,,characteristic,Horizontal ridges,m,,,,,,
1a0681e5-d0da-48a8-ae16-4b6452a7e0fa,,299033004,Deformity of hand,Deformity of hand <char> wrist drop,worrisome,,,characteristic,wrist drop,m,,,,,,
1a3d82f4-c9ca-44b9-bd4f-4ce5fc7b2a0f,,26284000,Mouth ulcer,Mouth ulcer <pattern> Recurring episodes in the last 3 months,opd_managed,,,temporal_pattern,Recurring episodes in the last 3 months,s,,,,,,
1a6259b2-ba64-41af-85e5-5e7d83971fbd,,289524006,Vaginal swelling,Vaginal swelling <char> itching,worrisome,,,characteristic,itching,m,,,,,,
1a9cd32e-31e6-45d0-bbfa-835e07a24bf8,,827160004,Erythematous rash,Erythematous rash <loc> Localised <loc> axilla,opd_managed,,,location,Localised,m,location,axilla,,,,
1b084777-4acf-401c-9085-efbcd631d7e1,,95324001,Skin lesion,Skin lesion <char> Itching,opd_managed,,,characteristic,Itching,m,,,,,,
1b44114c-2a75-4ff4-ad37-5b99a57f454d,,70733008,Restricted joint movement,Restricted joint movement <loc> hip joint,worrisome,,,location,hip joint,m,,,,,,
1b5d5cef-f491-4687-8d3d-fe67829d6387,,20090731,Hand swelling,Hand swelling <laterality> left,worrisome,,,laterality,left,s,,,,,,
1b92f516-fb44-4290-b46d-b2663d78d721,,26079004,Tremor,Tremor <char> fine tremors,worrisome,,,characteristic,fine tremors,m,,,,,,
1bc29d19-71d5-41ef-aef4-3eac204d0421,,789493002,Pimples,Pimples <char> Red in color,opd_managed,,,characteristic,Red in color,m,,,,,,
1bd99d67-839e-4d37-a007-6f3ed10751ca,,286933003,Delirium,Delirium <char> not oriented to time,emergency,,,characteristic,not oriented to time,m,,,,,,
1caa68ff-1fa7-4ec5-8a9d-225d92ff7bad,,438457000,Testicular swelling,Testicular swelling <pain> throbbing or pulsating pain,worrisome,,,pain_type,throbbing or pulsating pain,m,,,,,,
1cbe28b0-c593-41d5-bc00-d0474d696086,,26517000,Finger deformity,Finger deformity <char> Boutonniere deformity,worrisome,,,characteristic,Boutonniere deformity,m,,,,,,
1ccff98a-0f4c-4da2-95f9-a19c298e2052,,26284000,Mouth ulcer,Mouth ulcer <char> Painless,opd_managed,,,characteristic,Painless,m,,,,,,
1cda8405-76ea-4296-864c-f86cd1d5ea4e,,26284000,Mouth ulcer,Mouth ulcer <char> Size less than 1 cm,opd_managed,,,characteristic,Size less than 1 cm,m,,,,,,
1d278b54-a294-4341-9e1c-ea9c9ba17a9b,248311001,248311001,Central obesity,Central obesity,opd_managed,,,,,,,,,,,
1d3d56db-3f60-4637-9552-6a8eab3527b6,387833009,387833009,Premature greying,Premature greying,opd_managed,,,,,,,,,,,
1d634e5f-6f9e-40f1-be16-7d84fd30fd26,300278002,300278002,Abnormal tonsils,Abnormal tonsils,worrisome,,,,,,,,,,,
1d6fadd7-4176-4d50-9486-0fce1a388ba8,,301822002,Abnormal vaginal bleeding,Abnormal vaginal bleeding <pattern> continuous,emergency,,,temporal_pattern,continuous,s,,,,,,
1df8264f-0fed-44ca-a17f-e57b0dc942fb,102878001,102878001,Recurrent abortions,Recurrent abortions,worrisome,,,,,,,,,,,
1df8be61-5c20-4baf-8fc8-fc8f6ba7bbe7,,12584003,Bone pain,Bone pain <pain> sharp or stabbing pain,opd_managed,,,pain_type,sharp or stabbing pain,m,,,,,,
1e4d0c9a-46b9-424b-9924-1a3f4290a677,,1071000119107,Oral lesions,Oral lesions <char> multiple,opd_managed,,,characteristic,multiple,m,,,,,,
1e93dfaf-1fd6-4bce-bed6-b47a368803a3,,428786006,Localized superficial swelling of skin,Localized superficial swelling of skin <char> Oval or Round in shape,opd_managed,,,characteristic,Oval or Round in shape,m,,,,,,
1ec42381-bb2d-424d-ae83-88f8d60f6b45,,45352006,Muscle spasm,Muscle spasm <loc> Leg,opd_managed,,,location,Leg,m,,,,,,
1f448b40-b504-4ddc-b3d6-2e2ba533161e,,95324001,Skin lesion,Skin lesion <char> single,opd_managed,,,characteristic,single,s,,,,,,
1fd0db84-af36-11eb-8fc3-1e003a340631,,21522001,Abdominal pain,Abdominal pain <agg by> while lying supine,opd_managed,,,aggravated,while lying supine,m,,,,,,
1fd100aa-af36-11eb-8fc3-1e003a340631,,21522001,Abdominal pain,Abdominal pain <pattern> Recurred more than once in the past 3 months,worrisome,,,temporal_pattern,Recurred more than once in the past 3 months,s,,,,,,
1fd11964-af36-11eb-8fc3-1e003a340631,,25064002,Headache,Headache <char> aura,opd_managed,,,characteristic,aura,m,,,,,,
1fd15276-af36-11eb-8fc3-1e003a340631,,25064002,Headache,Headache <agg by> precipitated by lack of food,opd_managed,,,aggravated,precipitated by lack of food,m,,,,,,
1fd17968-af36-11eb-8fc3-1e003a340631,,25064002,Headache,Headache <agg by> precipitated by lack of sleep,opd_managed,,,aggravated,precipitated by lack of sleep,m,,,,,,
1fd19e98-af36-11eb-8fc3-1e003a340631,,25064002,Headache,Headache <rel by> vomiting,opd_managed,,,relieved,vomiting,m,,,,,,
1fd1bbc6-af36-11eb-8fc3-1e003a340631,,25064002,Headache,Headache <rel by> sleep,opd_managed,,,relieved,sleep,m,,,,,,
1fd1d8f4-af36-11eb-8fc3-1e003a340631,,29857009,Chest pain,Chest pain <radiate> to jaw,emergency,,,radiating,to jaw,m,,,,,,
1fd1f60e-af36-11eb-8fc3-1e003a340631,,29857009,Chest pain,Chest pain <radiate> to arm or shoulder,emergency,,,radiating,to arm or shoulder,m,,,,,,
1fd21378-af36-11eb-8fc3-1e003a340631,,29857009,Chest pain,Chest pain <radiate> radiating to neck,emergency,,,radiating,radiating to neck,m,,,,,,
1fd23074-af36-11eb-8fc3-1e003a340631,,29857009,Chest pain,Chest pain <radiate> to between shoulder blades,emergency,,,radiating,to between shoulder blades,m,,,,,,
1fd24d3e-af36-11eb-8fc3-1e003a340631,66187002,66187002,Fatty stool,Fatty stool,worrisome,,,,,,,,,,,
1fd269ea-af36-11eb-8fc3-1e003a340631,2901004,2901004,Black tarry stool,Black tarry stool,worrisome,,,,,,,,,,,
1fd28696-af36-11eb-8fc3-1e003a340631,43364001,43364001,Abdominal discomfort,Abdominal discomfort,worrisome,,,,,,,,,,,
1fd2a3f6-af36-11eb-8fc3-1e003a340631,12063002,12063002,Rectal hemorrhage,Rectal hemorrhage,worrisome,,,,,,,,,,,
1fd2c106-af36-11eb-8fc3-1e003a340631,279084009,279084009,Chest discomfort,Chest discomfort,emergency,,,,,,,,,,,
1fd2eb22-af36-11eb-8fc3-1e003a340631,405729008,405729008,Blood in stool,Blood in stool,worrisome,,,,,,,,,,,
1fd3094a-af36-11eb-8fc3-1e003a340631,162128006,162128006,Weak urinary stream,Weak urinary stream,worrisome,,,,,,,,,,,
1fd31e62-af36-11eb-8fc3-1e003a340631,5972002,5972002,Urinary hesitancy,Urinary hesitancy,opd_managed,,,,,,,,,,,
1fd32f60-af36-11eb-8fc3-1e003a340631,228148009,228148009,Fine motor impairment,Fine motor impairment,opd_managed,,,,,,,,,,,
1fd340d6-af36-11eb-8fc3-1e003a340631,39659002,39659002,Anhidrosis,Anhidrosis,opd_managed,,,,,,,,,,,
1fd3513e-af36-11eb-8fc3-1e003a340631,248523006,248523006,Rectal mass,Rectal mass,worrisome,,,,,,,,,,,
1fd361ec-af36-11eb-8fc3-1e003a340631,,271939006,Vaginal discharge,Vaginal discharge <char> watery discharge,opd_managed,,,characteristic,watery discharge,m,,,,,,
1fd372ae-af36-11eb-8fc3-1e003a340631,,1003722009,Knee pain,Knee pain <agg by> at night,opd_managed,,,aggravated,at night,m,,,,,,
1fd3830c-af36-11eb-8fc3-1e003a340631,,1003722009,Knee pain,Knee pain <rel by> at rest,opd_managed,,,relieved,at rest,m,,,,,,
1fd394c8-af36-11eb-8fc3-1e003a340631,40144003,40144003,Morning stiffness joint,Morning stiffness joint,opd_managed,,,,,,,,,,,
1fd3a54e-af36-11eb-8fc3-1e003a340631,271594007,271594007,Syncope,Syncope,worrisome,,,,,,,,,,,
1fd3b57a-af36-11eb-8fc3-1e003a340631,278999000,278999000,Skin tenderness,Skin tenderness,opd_managed,,,,,,,,,,,
1fd3c632-af36-11eb-8fc3-1e003a340631,34319007,34319007,Induration of skin,Induration of skin,opd_managed,,,,,,,,,,,
1fd3d6b8-af36-11eb-8fc3-1e003a340631,823996003,823996003,Blister of skin,Blister of skin,opd_managed,,,,,,,,,,,
1fd3e6bc-af36-11eb-8fc3-1e003a340631,297970000,297970000,Skin discharge,Skin discharge,opd_managed,,,,,,,,,,,
1fd3f684-af36-11eb-8fc3-1e003a340631,95321009,95321009,Skin fissures,Skin fissures,opd_managed,,,,,,,,,,,
1fd40642-af36-11eb-8fc3-1e003a340631,271767006,271767006,Peeling of skin,Peeling of skin,worrisome,,,,,,,,,,,
1fd416e6-af36-11eb-8fc3-1e003a340631,85638002,85638002,CSF Rhinorrhea,CSF Rhinorrhea,emergency,,,,,,,,,,,
1fd426c2-af36-11eb-8fc3-1e003a340631,,26544005,Muscle weakness,Muscle weakness <loc> localised,worrisome,,,location,localised,s,,,,,,
1fd436da-af36-11eb-8fc3-1e003a340631,10867005,10867005,Buffalo hump,Buffalo hump,opd_managed,,,,,,,,,,,
1fd446d4-af36-11eb-8fc3-1e003a340631,277241008,277241008,Tenderness of frontal sinus,Tenderness of frontal sinus,worrisome,,,,,,,,,,,
1fd45764-af36-11eb-8fc3-1e003a340631,277238004,277238004,Tenderness of maxillary sinus,Tenderness of maxillary sinus,worrisome,,,,,,,,,,,
1fd4679a-af36-11eb-8fc3-1e003a340631,267029006,267029006,Pallor,Pallor,opd_managed,,,,,,,,,,,
1fd47776-af36-11eb-8fc3-1e003a340631,26329005,26329005,Poor Concentration,Poor Concentration,opd_managed,,,,,,,,,,,
1fd4881a-af36-11eb-8fc3-1e003a340631,43994002,43994002,Hypokinesia | Hypoactivity,Hypokinesia | Hypoactivity,worrisome,,,,,,,,,,,
1fd4990e-af36-11eb-8fc3-1e003a340631,141000119100,141000119100,Daytime somnolence,Daytime somnolence,worrisome,,,,,,,,,,,
1fd4a854-af36-11eb-8fc3-1e003a340631,267053000,267053000,Tenesmus,Tenesmus,opd_managed,,,,,,,,,,,
1fd4cb2c-af36-11eb-8fc3-1e003a340631,363168001,363168001,Inflammation of skin,Inflammation of skin,opd_managed,,,,,,,,,,,
1fd4da4a-af36-11eb-8fc3-1e003a340631,40739000,40739000,Dysphagia,Dysphagia,worrisome,,,,,,,,,,,
1fd4e972-af36-11eb-8fc3-1e003a340631,290113009,290113009,Bloody nipple discharge,Bloody nipple discharge,worrisome,,,,,,,,,,,
1fd50722-af36-11eb-8fc3-1e003a340631,64611009,64611009,Catarrhal nasal discharge,Catarrhal nasal discharge,opd_managed,,,,,,,,,,,
1fd516a4-af36-11eb-8fc3-1e003a340631,298000004,298000004,Loss of scalp hair,Loss of scalp hair,opd_managed,,,,,,,,,,,
1fd52554-af36-11eb-8fc3-1e003a340631,309538000,309538000,Numbness of foot,Numbness of foot,opd_managed,,,,,,,,,,,
1fd54214-af36-11eb-8fc3-1e003a340631,366979004,366979004,Depressed mood,Depressed mood,opd_managed,,,,,,,,,,,
1fd55088-af36-11eb-8fc3-1e003a340631,267064002,267064002,Retention of urine,Retention of urine,emergency,,,,,,,,,,,
1fd568f2-af36-11eb-8fc3-1e003a340631,789507005,789507005,Delayed healing of wound,Delayed healing of wound,opd_managed,,,,,,,,,,,
1fd58404-af36-11eb-8fc3-1e003a340631,90446007,90446007,Pruritus ani,Pruritus ani,opd_managed,,,,,,,,,,,
1fd593cc-af36-11eb-8fc3-1e003a340631,69192004,69192004,Brittle nails,Brittle nails,opd_managed,,,,,,,,,,,
1fd5a29a-af36-11eb-8fc3-1e003a340631,34095006,34095006,Dehydration,Dehydration,worrisome,,,,,,,,,,,
1fd5b154-af36-11eb-8fc3-1e003a340631,225595004,225595004,Painful defecation,Painful defecation,opd_managed,,,,,,,,,,,
1fd5bfe6-af36-11eb-8fc3-1e003a340631,278851001,278851001,Rectal discharge,Rectal discharge,worrisome,,,,,,,,,,,
1fd5cf4a-af36-11eb-8fc3-1e003a340631,,53057004,Hand pain (finding),Hand pain (finding) <agg by> Writing or driving,opd_managed,,,aggravated,Writing or driving,m,,,,,,
1fd5de4a-af36-11eb-8fc3-1e003a340631,,53057004,Hand pain (finding),Hand pain (finding) <rel by> shaking of hands,opd_managed,,,relieved,shaking of hands,m,,,,,,
1fd5ec28-af36-11eb-8fc3-1e003a340631,299328006,299328006,Deformity of knee joint,Deformity of knee joint,worrisome,,,,,,,,,,,
1fd5fa24-af36-11eb-8fc3-1e003a340631,,44695005,Paralysis,Paralysis <loc> face <laterality> unilateral,emergency,,,location,face,m,laterality,unilateral,,,,
1fd60834-af36-11eb-8fc3-1e003a340631,,44695005,Paralysis,Paralysis <loc> face <laterality> bilateral,emergency,,,location,face,m,laterality,bilateral,,,,
1fd61608-af36-11eb-8fc3-1e003a340631,2764000,2764000,Joint crepitus,Joint crepitus,opd_managed,,,,,,,,,,,
1fd64e7a-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> upper limb <loc> Shoulder,opd_managed,,,location,upper limb,m,location,Shoulder,,,,
1fd65c80-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> upper limb <loc> Finger,opd_managed,,,location,upper limb,m,location,Finger,,,,
1fd66a54-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> lower limb <loc> Hip,opd_managed,,,location,lower limb,m,location,Hip,,,,
1fd67706-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> upper limb <loc> Wrist,opd_managed,,,location,upper limb,m,location,Wrist,,,,
1fd68340-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> upper limb <loc> Thumb,opd_managed,,,location,upper limb,m,location,Thumb,,,,
1fd68fa2-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> upper limb <loc> Elbow,opd_managed,,,location,upper limb,m,location,Elbow,,,,
1fd69bdc-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> Temporomandibular joint crepitus,opd_managed,,,location,Temporomandibular joint crepitus,m,,,,,,
1fd6a7ee-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> lower limb <loc> Knee,opd_managed,,,location,lower limb,m,location,Knee,,,,
1fd6b400-af36-11eb-8fc3-1e003a340631,,2764000,Joint crepitus,Joint crepitus <loc> lower limb <loc> Foot,opd_managed,,,location,lower limb,m,location,Foot,,,,
1fd6c058-af36-11eb-8fc3-1e003a340631,246681007,246681007,Blood in eye,Blood in eye,worrisome,,,,,,,,,,,
1fd6ccba-af36-11eb-8fc3-1e003a340631,367423000,367423000,Contusion of eye,Contusion of eye,emergency,,,,,,,,,,,
1fd6d8e0-af36-11eb-8fc3-1e003a340631,238951005,238951005,Xanthelasma,Xanthelasma,opd_managed,,,,,,,,,,,
1fd6e560-af36-11eb-8fc3-1e003a340631,271084006,271084006,Deformity of bone,Deformity of bone,worrisome,,,,,,,,,,,
20a96eb4-b34c-41ec-9017-20214daf5f84,,444899003,Pain in forearm,Pain in forearm <char> stiffness,opd_managed,,,characteristic,stiffness,m,,,,,,
20b06b3d-8869-47f0-a919-8a72deab38e3,,29857009,Chest pain,Chest pain <loc> around the chest band like,worrisome,,,location,around the chest band like,m,,,,,,
20c10fab-a712-47c4-b37d-d717247c81e9,,300278002,Abnormal tonsils,Abnormal tonsils <char> Inflammed tonsils,worrisome,,,characteristic,Inflammed tonsils,m,,,,,,
20d2d3ac-d19d-49b2-8265-df5368f168a1,373909009,373909009,Choking sensation,Choking sensation,worrisome,,,,,,,,,,,
20f64090-b11d-4e8b-8e0a-55c98b3f2b6f,,1003722009,Knee pain,Knee pain <loc> Posterior,opd_managed,,,location,Posterior,m,,,,,,
2105d0d7-4076-4366-a265-88dffd4380ee,,70582006,Scar of skin,Scar of skin <char> Loss of sensation,opd_managed,,,characteristic,Loss of sensation,m,,,,,,
210da1d1-f25a-4b34-8ddb-5517b58d02c7,,289524006,Vaginal swelling,Vaginal swelling <loc> labia,worrisome,,,location,labia,s,,,,,,
212d6c3b-54e8-45ed-adbb-5a60f5e83b0c,55533009,55533009,Forgetfulness,Forgetfulness,worrisome,,,,,,,,,,,
21482a3e-8c64-4858-b928-c794fc6607cb,,271687003,Swelling of scrotum,Swelling of scrotum <char> dull aching pain,worrisome,,,characteristic,dull aching pain,m,,,,,,
2161cdd4-3d3c-45be-aecf-b23adb577b6a,24184005,24184005,High blood pressure,High blood pressure,worrisome,,,,,,,,,,,
219798c4-10c2-4e55-8a8f-82cf56948f2d,,53888004,Disturbance in sleep behavior,Disturbance in sleep behavior <char> Rythmic movements,opd_managed,,,characteristic,Rythmic movements,m,,,,,,
21b296a4-38dc-4018-ad25-a47c70ed2a98,,249902000,Difficulty standing,Difficulty standing <char> difficulty standing on toes,worrisome,,,characteristic,difficulty standing on toes,m,,,,,,
22799020-c7bf-4c4e-aed1-68ea0fe83974,,63901009,Pain in testicle,Pain in testicle <pain> dragging pain,worrisome,,,pain_type,dragging pain,m,,,,,,
2281ea24-e31d-4922-ba15-d2d54dac3d2d,,309521004,Numbness of hand,Numbness of hand <char> Glove like distribution,worrisome,,,characteristic,Glove like distribution,m,,,,,,
2295d23e-96cd-46bc-bdc8-caa3adfe277f,,288939007,Difficulty swallowing,Difficulty swallowing <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
22d079d3-d214-4c0f-aa4c-ce8d1d29171c,,70582006,Scar of skin,Scar of skin <char> Raised,opd_managed,,,characteristic,Raised,m,,,,,,
232c4739-9cba-45a4-aa00-0232d1a89727,246850001,246850001,Absence of tears,Absence of tears,opd_managed,,,,,,,,,,,
235afa92-0682-4ccf-be0a-7bcaca2b0259,298872009,298872009,Swelling of elbow joint,Swelling of elbow joint,worrisome,,,,,,,,,,,
2381513f-d448-4ac8-b5a5-4770a06a54d6,,22325002,Abnormal gait,Abnormal gait <char> Slapping/steppage gait,worrisome,,,characteristic,Slapping/steppage gait,m,,,,,,
2387932f-d7ca-4de0-8be8-a466a70df0d3,,248819006,Abnormal nipple,Abnormal nipple <laterality> right,worrisome,,,laterality,right,s,,,,,,
2398af7e-c4be-4595-81a0-29f61c33661b,,298000004,Loss of scalp hair,Loss of scalp hair <char> Bald patches <char> smooth,opd_managed,,,characteristic,Bald patches,m,characteristic,smooth,,,,
23cf86df-8d67-4e8c-a3de-fcb1481f2572,,298000004,Loss of scalp hair,Loss of scalp hair <char> Receding hair line,opd_managed,,,characteristic,Receding hair line,m,,,,,,
24133a22-6af7-401d-9314-a0603707dea8,,298000004,Loss of scalp hair,Loss of scalp hair <char> Thinning of hair <loc> Generalised,opd_managed,,,characteristic,Thinning of hair,s,location,Generalised,,,,
24204d80-0061-48bb-9b86-e95417fc1e90,87807004,87807004,Hypopyon,Hypopyon,emergency,,,,,,,,,,,
24405cd3-53ee-421d-8641-aa5b47f3fba3,,301350008,Lesion of lip,Lesion of lip <char> Burning,opd_managed,,,characteristic,Burning,m,,,,,,
24473d65-9ef9-48ed-8512-82a7dc5d3d0a,,446512000,Abnormal discharge from the neck,Abnormal discharge from the neck <char> Coming from a single point,worrisome,,,characteristic,Coming from a single point,m,,,,,,
2473a8fc-c3a6-4da3-a9b1-1c1d3cbd8b09,,283046003,Sole of foot abnormal,Sole of foot abnormal <char> Scaly skin <loc> localised,opd_managed,,,characteristic,Scaly skin,m,location,localised,,,,
24cb5df6-85b6-46b3-b3d0-780c591d870c,,70582006,Scar of skin,Scar of skin <char> Scar developed following burns,opd_managed,,,characteristic,Scar developed following burns,m,,,,,,
25c194c4-b7cd-4855-812b-9dd8802cab2f,,25064002,Headache,Headache <agg by> during rainy or cold weather,worrisome,,,aggravated,during rainy or cold weather,m,,,,,,
263130fc-43ee-4c9c-ba42-4ec7b5085a46,,49727002,Cough,Cough <char> Whooping cough,opd_managed,,,characteristic,Whooping cough,m,,,,,,
2651c348-7dbf-425f-879f-76d414f72bea,,279043006,Pain in buttock,Pain in buttock <laterality> Bilateral,worrisome,,,laterality,Bilateral,s,,,,,,
26b87513-6a20-43c7-bdb9-fb44f94f97e0,,30746006,Lymphadenopathy,Lymphadenopathy <loc> Inguinal,worrisome,,,location,Inguinal,m,,,,,,
26c2a565-2a07-4b62-8096-137431272dd6,87319000,87319000,Eschar,Eschar,opd_managed,,,,,,,,,,,
27057444-ccb3-4e5d-90cb-e026eb498f58,,271807003,Skin rash,Skin rash <loc> Localised <loc> Nose,opd_managed,,,location,Localised,m,location,Nose,,,,
272dbb2d-6af9-4857-b993-eadabb5c5e44,,3253007,Discoloration of skin,Discoloration of skin <char> single,opd_managed,,,characteristic,single,s,,,,,,
275cca7d-42f4-423f-8e29-aa7973b79f92,,25064002,Headache,Headache <agg by> brushing hair,worrisome,,,aggravated,brushing hair,m,,,,,,
277934eb-7841-4b28-bb86-65a4252885cd,,26544005,Muscle weakness,Muscle weakness <pattern> continuous,worrisome,,,temporal_pattern,continuous,s,,,,,,
