dataset,slice,case_id,gold,layer,e7_fail_code,e7_locus,APHHM_fail_code,vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,vig_histo_dens,vig_imaging_dens,vig_course_dens,vig_histo_hits,vig_imaging_hits,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,n_option_near_pairs,max_distractor_gold_jaccard,champion_option_echo,e7_s2_n,e7_s3_n,e7_s2_rank_gold,e7_s2_near_n,e7_s3_near_n,e7_champ_gold_jaccard,e7_mapper_rescue,e7_correct,B06_correct,B07_correct
mcr,mcr_200b,416,Schistosomiasis,,ok,ok,na,1484,217,15,1,5,0.4608294930875576,2.3041474654377883,0.0,0.9216589861751152,4.147465437788019,0,2,15,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,6.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,418,Sarcoidosis,,ok,ok,na,2239,321,29,2,1,0.6230529595015576,0.3115264797507788,0.0,0.9345794392523364,0.9345794392523364,0,3,11,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,9.0,0.0,0.0,0.5,0,1,1,0
mcr,mcr_200b,419,Inflammatory pseudotumor-like follicular dendritic cell sarcoma,,s2_miss,s2_miss,na,1236,168,18,2,0,1.1904761904761905,0.0,0.0,1.1904761904761905,2.9761904761904763,0,2,63,7,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,420,Osteochondroma,,s2_miss,s2_miss,na,1755,254,20,4,3,1.574803149606299,1.1811023622047243,0.0,2.3622047244094486,1.5748031496062993,0,6,14,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,423,schwannoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1308,188,19,9,1,4.787234042553192,0.5319148936170213,0.5319148936170213,4.787234042553192,2.127659574468085,1,9,10,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,19.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,424,Nonbacterial thrombotic endocarditis,all_miss_but_recalled,s2_miss,s2_miss,na,2312,319,31,7,3,2.19435736677116,0.9404388714733543,0.0,0.9404388714733543,2.19435736677116,0,3,36,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,2.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,426,cystoid macular oedema,,s2_miss,s2_miss,na,1390,200,21,1,0,0.5,0.0,0.0,0.5,4.5,0,1,22,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,6.0,2.0,0.5,1,1,1,1
mcr,mcr_200b,428,Hairy cell leukemia,,s2_miss,s2_miss,na,2430,338,31,3,3,0.8875739644970414,0.8875739644970414,0.2958579881656805,0.0,2.366863905325444,1,0,19,3,0,0,0,1,0,,,,0,0.0,,57.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,430,Atrial tachycardia,all_miss_but_recalled,near_synonym_prefer,s3_hit_s4_miss,na,1519,227,16,0,0,0.0,0.0,0.0,0.0,1.3215859030837005,0,0,18,2,0,0,0,1,0,,,,0,0.0,,39.0,5.0,5.0,27.0,3.0,0.2,0,0,0,0
mcr,mcr_200b,431,congenital cytomegalovirus infection,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2099,312,23,6,1,1.9230769230769231,0.3205128205128205,0.0,1.6025641025641026,2.5641025641025643,0,5,36,3,0,0,0,1,0,,,,0,0.0,,52.0,5.0,8.0,11.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,432,Rapidly involuting congenital hemangioma,,ok,ok,na,1586,251,21,1,3,0.398406374501992,1.1952191235059761,0.398406374501992,0.0,1.1952191235059761,1,0,40,4,0,0,0,1,0,,,,0,0.0,,46.0,5.0,1.0,5.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,434,multifocal diverticulitis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1731,243,26,7,0,2.880658436213992,0.0,0.0,1.2345679012345678,2.4691358024691357,0,3,25,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,4.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,435,cryptococcoma,,s2_miss,s2_miss,na,1523,225,21,2,1,0.8888888888888888,0.4444444444444444,0.0,0.8888888888888888,3.111111111111111,0,2,13,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,436,Renal artery aneurysm,all_miss_but_recalled,near_synonym_prefer,s3_hit_s4_miss,na,1966,281,23,6,3,2.135231316725979,1.0676156583629894,0.0,1.0676156583629892,3.202846975088968,0,3,21,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,3.0,30.0,2.0,0.2,0,0,0,0
mcr,mcr_200b,437,Hepatopulmonary syndrome,,s2_miss,s2_miss,na,2686,365,21,3,1,0.821917808219178,0.273972602739726,0.0,0.821917808219178,1.095890410958904,0,3,24,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,6.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,438,chemotherapy induced sclerosing cholangitis,,s2_miss,s2_miss,na,1952,281,18,5,1,1.7793594306049825,0.3558718861209964,1.4234875444839858,0.35587188612099646,2.8469750889679717,4,1,43,4,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,20.0,4.0,0.333,1,1,0,1
mcr,mcr_200b,441,Dengue encephalitis,,ok,ok,na,1517,218,21,3,1,1.3761467889908259,0.45871559633027525,0.0,0.9174311926605505,1.834862385321101,0,2,19,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,4.0,9.0,3.0,1.0,0,1,1,1
mcr,mcr_200b,442,Topical corticosteroid withdrawal,,s2_miss,s2_miss,na,1873,294,22,0,4,0.0,1.3605442176870748,0.0,0.0,3.401360544217687,0,0,33,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,1
mcr,mcr_200b,443,Thymoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1494,222,16,4,8,1.8018018018018018,3.6036036036036037,0.45045045045045046,1.3513513513513513,1.3513513513513513,1,3,7,1,0,0,0,1,0,,,,0,0.0,,47.0,5.0,33.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,444,Langerhans cell histiocytosis,,ok,ok,na,1594,225,17,1,2,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.0,2.2222222222222223,1,0,29,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,1.0,2.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,445,Actinomycosis,,s2_miss,s2_miss,na,1501,213,15,0,4,0.0,1.8779342723004695,0.0,0.0,2.816901408450704,0,0,13,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,448,thrombotic thrombocytopenic purpura,,ok,ok,na,2299,343,34,8,1,2.3323615160349855,0.2915451895043732,0.2915451895043732,0.5830903790087464,2.3323615160349855,1,2,35,3,0,0,0,1,0,,,,0,0.0,,59.0,5.0,1.0,3.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,450,lupus pneumonitis,,s2_miss,s2_miss,na,2011,288,23,2,3,0.6944444444444444,1.0416666666666665,0.0,1.0416666666666667,4.513888888888889,0,3,17,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,2.0,1.0,0.333,0,0,0,0
mcr,mcr_200b,451,Spontaneous pneumoperitoneum,,near_synonym_prefer,s3_hit_s4_miss,na,1572,210,22,3,1,1.4285714285714286,0.4761904761904762,0.0,2.380952380952381,1.4285714285714286,0,5,28,2,0,0,0,1,0,,,,0,0.0,,43.0,5.0,1.0,2.0,1.0,0.333,0,0,1,1
mcr,mcr_200b,452,fibroadenoma,,s2_miss,s2_miss,na,1599,250,18,0,4,0.0,1.6,0.4,0.0,1.2,1,0,12,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,453,osteoblastoma,,s2_miss,s2_miss,na,972,143,15,1,1,0.6993006993006993,0.6993006993006993,0.0,0.6993006993006993,1.3986013986013985,0,1,13,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,454,Gastrointestinal stromal tumor,,ok,ok,na,1435,207,21,3,1,1.4492753623188406,0.4830917874396135,0.0,1.932367149758454,2.4154589371980677,0,4,30,3,0,0,0,1,0,,,,0,0.0,,43.0,5.0,1.0,5.0,2.0,0.75,0,1,1,1
mcr,mcr_200b,455,uterine inversion,,s2_miss,s2_miss,na,2381,339,24,4,4,1.1799410029498525,1.1799410029498525,0.0,1.1799410029498525,2.6548672566371683,0,4,17,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,4.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,456,Ureteroarterial fistula,base_win_recall,s2_miss,s2_miss,na,2112,303,25,4,4,1.3201320132013201,1.3201320132013201,0.0,1.3201320132013201,0.9900990099009901,0,4,23,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,3.0,2.0,0.0,0,0,1,0
mcr,mcr_200b,457,Ewing sarcoma,,s2_miss,s2_miss,na,1667,242,20,2,4,0.8264462809917356,1.6528925619834711,0.0,1.2396694214876034,2.8925619834710745,0,3,13,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,4.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,458,Lymphangioleiomyomatosis,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,2199,294,25,5,4,1.7006802721088436,1.3605442176870748,0.0,1.0204081632653061,2.0408163265306123,0,3,24,1,0,0,0,1,0,,,,0,0.0,,46.0,5.0,1.0,0.0,0.0,0.0,0,0,0,1
mcr,mcr_200b,459,Cavernous hemangioma,,s2_miss,s2_miss,na,2083,309,19,4,1,1.2944983818770228,0.3236245954692557,0.32362459546925565,0.6472491909385113,1.6181229773462784,1,2,20,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,2.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,460,Schistosomiasis,,s2_miss,s2_miss,na,2361,347,27,1,4,0.2881844380403458,1.1527377521613833,0.0,0.2881844380403458,2.0172910662824206,0,1,15,1,0,0,0,1,0,,,,0,0.0,,60.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,461,dengue viral myositis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2095,303,29,5,3,1.65016501650165,0.9900990099009901,0.0,0.9900990099009901,1.9801980198019802,0,3,21,3,0,0,0,1,0,,,,0,0.0,,55.0,5.0,51.0,4.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,463,Femoral–facial syndrome,,s2_miss,s2_miss,na,1601,228,21,3,2,1.3157894736842104,0.8771929824561403,0.0,0.8771929824561403,1.3157894736842106,0,2,23,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,26.0,0.0,0.0,0,0,1,1
mcr,mcr_200b,464,ruptured popliteal artery aneurysm,base_win_rank,s4_hit_judge_miss,s4_hit_judge_miss,na,1604,248,22,3,3,1.2096774193548387,1.2096774193548387,0.0,0.8064516129032258,1.6129032258064515,0,2,34,4,0,0,0,1,0,,,,0,0.0,,47.0,5.0,1.0,5.0,1.0,0.75,0,0,1,1
mcr,mcr_200b,465,congenital granular cell epulis,,s2_miss,s2_miss,na,1359,208,19,0,0,0.0,0.0,0.0,0.0,2.4038461538461537,0,0,31,4,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,5.0,2.0,0.5,1,1,1,1
mcr,mcr_200b,466,Basaloid squamous cell carcinoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1805,261,21,1,6,0.38314176245210724,2.2988505747126435,0.0,0.7662835249042146,1.9157088122605364,0,2,32,4,0,0,0,1,0,,,,0,0.0,,51.0,5.0,5.0,3.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,467,spinal epidural lipomatosis,,ok,ok,na,1593,239,21,0,0,0.0,0.0,0.0,0.41841004184100417,2.092050209205021,0,1,27,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,1.0,23.0,4.0,1.0,0,1,1,1
mcr,mcr_200b,468,cryoglobulinemic vasculitis,,s2_miss,s2_miss,na,3357,458,38,5,0,1.0917030567685588,0.0,0.4366812227074236,0.4366812227074236,1.5283842794759825,2,2,27,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,1.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,469,mantle cell lymphoma,all_miss_but_recalled,near_synonym_prefer,s3_hit_s4_miss,na,2074,301,23,0,6,0.0,1.9933554817275747,0.0,0.0,2.3255813953488373,0,0,20,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,1.0,13.0,2.0,0.25,0,0,0,0
mcr,mcr_200b,470,cone-rod dystrophy,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2157,316,31,0,1,0.0,0.31645569620253167,0.0,0.6329113924050633,1.5822784810126582,0,2,18,3,0,0,0,1,0,,,,0,0.0,,46.0,5.0,7.0,13.0,3.0,0.0,0,0,0,0
mcr,mcr_200b,471,stress-induced gastric ulcer,,s2_miss,s2_miss,na,1608,237,30,7,4,2.9535864978902953,1.6877637130801686,0.0,0.4219409282700422,1.6877637130801688,0,1,28,4,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,8.0,2.0,0.0,0,0,0,0
mcr,mcr_200b,473,keratoameloblastoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,848,113,15,1,1,0.8849557522123894,0.8849557522123894,0.8849557522123894,0.0,1.7699115044247788,1,0,19,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,12.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,474,Neurenteric cyst,,s2_miss,s2_miss,na,1193,173,20,3,0,1.7341040462427744,0.0,0.0,1.7341040462427746,4.046242774566474,0,3,16,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,475,Parsonage Turner Syndrome,,s2_miss,s2_miss,na,1691,256,18,2,4,0.78125,1.5625,0.0,0.390625,1.5625,0,1,25,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,7.0,2.0,0.167,0,0,0,0
mcr,mcr_200b,477,Burkitt lymphoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1203,181,19,4,3,2.209944751381215,1.6574585635359116,0.0,1.1049723756906078,1.6574585635359116,0,2,16,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,478,toxic megacolon,,s2_miss,s2_miss,na,1983,269,25,5,1,1.858736059479554,0.37174721189591076,0.0,1.1152416356877324,0.7434944237918215,0,3,15,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,479,Extraskeletal myxoid chondrosarcoma,all_miss_but_recalled,near_synonym_prefer,s3_hit_s4_miss,na,1649,233,19,1,0,0.4291845493562232,0.0,0.0,0.4291845493562232,1.2875536480686696,0,1,35,3,0,0,0,1,0,,,,0,0.0,,44.0,5.0,11.0,28.0,1.0,0.25,0,0,0,0
mcr,mcr_200b,480,Myasthenia gravis,all_miss_but_recalled,s3_why_ignored_gold,s2_hit_s3_drop,na,1952,278,21,1,1,0.3597122302158274,0.3597122302158274,0.0,0.7194244604316546,2.8776978417266186,0,2,17,2,0,0,0,1,0,,,,0,0.0,,53.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0
